TTS0119012_-	118992	119012	-	internal
TTS0119940_-	119920	119940	-	primary
TTS0120016_+	120016	120036	+	primary
TTS0121022_-	120535	120555	-	primary
TTS0121445_+	120978	120998	+	primary
TTS0122001_+	121534	121554	+	primary
TTS0123770_+	123303	123323	+	antisense
TTS0123869_-	123382	123402	-	internal
TTS0123979_-	123492	123512	-	internal
TTS0123979_-	123492	123512	-	primary
TTS0126171_-	125684	125704	-	primary
TTS0126304_+	125837	125857	+	primary
TTS0126644_-	126157	126177	-	antisense
TTS0130028_-	129541	129561	-	primary
TTS0132773_-	132286	132306	-	antisense
TTS0132773_-	132286	132306	-	internal
TTS0132825_+	132358	132378	+	antisense
TTS0132825_+	132358	132378	+	primary
TTS0133269_-	132782	132802	-	antisense
TTS0134998_+	134531	134551	+	antisense
TTS0134998_+	134531	134551	+	antisense
TTS0135449_+	134982	135002	+	antisense
TTS0137809_+	137342	137362	+	antisense
TTS0138284_-	137797	137817	-	internal
TTS0138958_-	138471	138491	-	primary
TTS0141067_+	140600	140620	+	primary
TTS0141231_-	140744	140764	-	antisense
TTS0141403_-	140916	140936	-	antisense
TTS0141403_-	140916	140936	-	antisense
TTS0142710_-	142223	142243	-	primary
TTS0143511_+	143044	143064	+	antisense
TTS0143668_+	143201	143221	+	antisense
TTS0143668_+	143201	143221	+	antisense
TTS0145122_-	144635	144655	-	internal
TTS0145122_-	144635	144655	-	primary
TTS0145239_-	144752	144772	-	primary
TTS0147093_-	146606	146626	-	internal
TTS0147093_-	146606	146626	-	primary
TTS0147146_+	146679	146699	+	antisense
TTS0147146_+	146679	146699	+	antisense
TTS0147184_-	146697	146717	-	primary
TTS0147237_+	146770	146790	+	antisense
TTS0151963_-	151476	151496	-	primary
TTS0152068_+	151601	151621	+	primary
TTS0152984_-	152497	152517	-	internal
TTS0154777_-	154290	154310	-	primary
TTS0154817_+	154350	154370	+	antisense
TTS0155832_-	155345	155365	-	primary
TTS0156002_+	155535	155555	+	primary
TTS0156167_-	155680	155700	-	antisense
TTS0156269_+	155802	155822	+	internal
TTS0156435_+	155968	155988	+	internal
TTS0157234_+	156767	156787	+	internal
TTS0157234_+	156767	156787	+	secondary
TTS0157371_+	156904	156924	+	primary
TTS0158228_-	157741	157761	-	antisense
TTS0158228_-	157741	157761	-	internal
TTS0159001_-	158514	158534	-	primary
TTS0159049_+	158582	158602	+	primary
TTS0159370_+	158903	158923	+	internal
TTS0159453_+	158986	159006	+	internal
TTS0160589_-	160102	160122	-	internal
TTS0160589_-	160102	160122	-	secondary
TTS0160757_-	160270	160290	-	primary
TTS0160807_+	160340	160360	+	antisense
TTS0163281_-	162794	162814	-	primary
TTS0163335_+	162868	162888	+	secondary
TTS0163357_+	162890	162910	+	primary
TTS0164196_-	163709	163729	-	antisense
TTS0164328_-	163841	163861	-	antisense
TTS0166516_-	166029	166049	-	internal
TTS0169609_-	169122	169142	-	internal
TTS0170391_-	169904	169924	-	primary
TTS0170411_+	169944	169964	+	antisense
TTS0170411_+	169944	169964	+	antisense
TTS0173928_+	173461	173481	+	primary
TTS0175538_-	175051	175071	-	orphan 
TTS0177055_-	176568	176588	-	primary
TTS0177179_-	176692	176712	-	antisense
TTS0177179_-	176692	176712	-	secondary
TTS0178119_-	177632	177652	-	antisense
TTS0178119_-	177632	177652	-	antisense
TTS0178179_+	177712	177732	+	primary
TTS0179141_+	178674	178694	+	primary
TTS0179575_+	179108	179128	+	internal
TTS0180436_-	179949	179969	-	antisense
TTS0180961_-	180474	180494	-	internal
TTS0181301_-	180814	180834	-	primary
TTS0181625_-	181138	181158	-	internal
TTS0183444_-	182957	182977	-	primary
TTS0183649_-	183162	183182	-	internal
TTS0183880_-	183393	183413	-	internal
TTS0187015_-	186528	186548	-	primary
TTS0187109_+	186642	186662	+	antisense
TTS0188067_+	187600	187620	+	primary
TTS0189860_+	189393	189413	+	primary
TTS0189975_-	189488	189508	-	antisense
TTS0190663_+	190196	190216	+	antisense
TTS0191828_-	191341	191361	-	primary
TTS0191880_+	191413	191433	+	primary
TTS0192539_+	192072	192092	+	primary
TTS0192679_-	192192	192212	-	antisense
TTS0193233_+	192766	192786	+	internal
TTS0193233_+	192766	192786	+	primary
TTS0193484_-	192997	193017	-	antisense
TTS0193484_-	192997	193017	-	antisense
TTS0193855_-	193368	193388	-	internal
TTS0194458_+	193991	194011	+	primary
TTS0194894_-	194407	194427	-	antisense
TTS0195234_-	194747	194767	-	antisense
TTS0195347_-	194860	194880	-	antisense
TTS0197469_+	197002	197022	+	antisense
TTS0197469_+	197002	197022	+	secondary
TTS0197573_-	197086	197106	-	internal
TTS0197627_-	197140	197160	-	primary
TTS0197679_+	197212	197232	+	primary
TTS0197735_-	197248	197268	-	antisense
TTS0197735_-	197248	197268	-	secondary
TTS0199335_+	198868	198888	+	antisense
TTS0199757_+	199290	199310	+	antisense
TTS0199757_+	199290	199310	+	antisense
TTS0200018_-	199531	199551	-	internal
TTS0200710_+	200243	200263	+	secondary
TTS0200746_+	200279	200299	+	secondary
TTS0200762_+	200295	200315	+	primary
TTS0201767_+	201300	201320	+	primary
TTS0202784_-	202297	202317	-	antisense
TTS0203397_-	202910	202930	-	antisense
TTS0203450_+	202983	203003	+	primary
TTS0211142_-	210655	210675	-	antisense
TTS0211267_-	210780	210800	-	antisense
TTS0211267_-	210780	210800	-	antisense
TTS0211285_+	210818	210838	+	primary
TTS0219368_-	218357	218377	-	primary
TTS0219398_+	218407	218427	+	antisense
TTS0221893_+	220902	220922	+	antisense
TTS0223542_+	222551	222571	+	antisense
TTS0227747_-	226736	226756	-	primary
TTS0232414_+	231423	231443	+	antisense
TTS0233185_+	232194	232214	+	antisense
TTS0238229_-	237218	237238	-	primary
TTS0238320_+	237329	237349	+	primary
TTS0238851_-	237840	237860	-	antisense
TTS0240451_-	239440	239460	-	primary
TTS0243070_+	242079	242099	+	internal
TTS0246953_+	245962	245982	+	antisense
TTS0247078_-	246067	246087	-	primary
TTS0248151_-	247140	247160	-	primary
TTS0248203_+	247212	247232	+	antisense
TTS0249612_-	248601	248621	-	primary
TTS0249804_+	248813	248833	+	primary
TTS0250976_+	249985	250005	+	internal
TTS0251076_+	250085	250105	+	internal
TTS0251397_+	250406	250426	+	primary
TTS0252200_+	251209	251229	+	antisense
TTS0254474_-	253463	253483	-	primary
TTS0254604_+	253613	253633	+	antisense
TTS0254707_-	253696	253716	-	internal
TTS0254707_-	253696	253716	-	secondary
TTS0255199_-	254188	254208	-	primary
TTS0255250_+	254259	254279	+	antisense
TTS0257014_-	256003	256023	-	primary
TTS0257370_-	256359	256379	-	internal
TTS0258456_-	257445	257465	-	primary
TTS0259246_-	258235	258255	-	primary
TTS0259305_-	258294	258314	-	secondary
TTS0259358_+	258367	258387	+	primary
TTS0260374_-	259363	259383	-	internal
TTS0260445_-	259434	259454	-	internal
TTS0260452_-	259441	259461	-	primary
TTS0260550_+	259559	259579	+	primary
TTS0260550_+	259559	259579	+	primary
TTS0261399_-	260388	260408	-	antisense
TTS0262090_-	261079	261099	-	internal
TTS0262162_-	261151	261171	-	internal
TTS0263146_+	262155	262175	+	antisense
TTS0263952_-	262941	262961	-	primary
TTS0264003_+	263012	263032	+	antisense
TTS0266299_-	265288	265308	-	primary
TTS0267675_-	266664	266684	-	internal
TTS0268103_-	267092	267112	-	primary
TTS0269202_-	268191	268211	-	primary
TTS0269253_+	268262	268282	+	primary
TTS0270643_-	269632	269652	-	internal
TTS0271254_+	270263	270283	+	antisense
TTS0271254_+	270263	270283	+	primary
TTS0271297_-	270286	270306	-	primary
TTS0271616_+	270625	270645	+	internal
TTS0274062_-	273051	273071	-	primary
TTS0274188_-	273177	273197	-	secondary
TTS0274205_-	273194	273214	-	antisense
TTS0274205_-	273194	273214	-	primary
TTS0275171_+	274180	274200	+	primary
TTS0276030_+	275039	275059	+	internal
TTS0277311_+	276320	276340	+	internal
TTS0279676_+	278685	278705	+	internal
TTS0279734_-	278723	278743	-	antisense
TTS0279775_+	278784	278804	+	antisense
TTS0279865_-	278854	278874	-	primary
TTS0280520_-	279509	279529	-	primary
TTS0280633_+	279642	279662	+	primary
TTS0281055_-	280044	280064	-	antisense
TTS0281109_+	280118	280138	+	primary
TTS0282573_-	281562	281582	-	internal
TTS0282562_+	281571	281591	+	antisense
TTS0282615_-	281604	281624	-	internal
TTS0282783_-	281772	281792	-	internal
TTS0285691_-	284680	284700	-	primary
TTS0286498_-	285487	285507	-	primary
TTS0286548_+	285557	285577	+	primary
TTS0287755_-	286744	286764	-	primary
TTS0288723_-	287712	287732	-	internal
TTS0288723_-	287712	287732	-	primary
TTS0289118_-	288107	288127	-	primary
TTS0289603_+	288612	288632	+	antisense
TTS0289797_-	288786	288806	-	internal
TTS0289877_+	288886	288906	+	antisense
TTS0289877_+	288886	288906	+	antisense
TTS0289963_+	288972	288992	+	antisense
TTS0290119_-	289108	289128	-	primary
TTS0290456_-	289445	289465	-	internal
TTS0290984_-	289973	289993	-	internal
TTS0290984_-	289973	289993	-	primary
TTS0291261_-	290250	290270	-	primary
TTS0291311_+	290320	290340	+	secondary
TTS0291357_+	290366	290386	+	primary
TTS0291389_-	290378	290398	-	antisense
TTS0291389_-	290378	290398	-	secondary
TTS0292703_+	291712	291732	+	primary
TTS0293512_-	292501	292521	-	antisense
TTS0293593_+	292602	292622	+	primary
TTS0293631_-	292620	292640	-	antisense
TTS0294633_-	293622	293642	-	antisense
TTS0294743_+	293752	293772	+	primary
TTS0294781_-	293770	293790	-	antisense
TTS0295102_+	294111	294131	+	primary
TTS0297739_+	296748	296768	+	antisense
TTS0297739_+	296748	296768	+	primary
TTS0301062_-	300051	300071	-	antisense
TTS0301094_+	300103	300123	+	internal
TTS0303258_-	302247	302267	-	primary
TTS0303309_+	302318	302338	+	antisense
TTS0305259_-	304248	304268	-	primary
TTS0305313_+	304322	304342	+	primary
TTS0307013_+	306022	306042	+	orphan
TTS0307341_-	306330	306350	-	primary
TTS0307852_+	306861	306881	+	antisense
TTS0308019_+	307028	307048	+	antisense
TTS0308246_-	307235	307255	-	primary
TTS0308891_-	307880	307900	-	primary
TTS0308971_+	307980	308000	+	antisense
TTS0310692_+	309701	309721	+	antisense
TTS0310692_+	309701	309721	+	antisense
TTS0311360_-	310349	310369	-	internal
TTS0311701_-	310690	310710	-	primary
TTS0311752_+	310761	310781	+	antisense
TTS0311921_-	310910	310930	-	internal
TTS0312371_+	311380	311400	+	antisense
TTS0312428_+	311437	311457	+	antisense
TTS0312428_+	311437	311457	+	primary
TTS0312517_-	311506	311526	-	primary
TTS0313310_+	312319	312339	+	secondary
TTS0313402_+	312411	312431	+	primary
TTS0314187_+	313196	313216	+	primary
TTS0315577_-	314566	314586	-	antisense
TTS0316074_-	315063	315083	-	primary
TTS0316125_+	315114	315134	-	primary
TTS0316202_-	315191	315211	-	primary
TTS0316241_+	315250	315270	+	antisense
TTS0317006_-	315995	316015	-	primary
TTS0317132_+	316141	316161	+	primary
TTS0318650_+	317659	317679	+	antisense
TTS0318967_+	317976	317996	+	antisense
TTS0319130_-	318119	318139	-	primary
TTS0319263_+	318272	318292	+	orphan
TTS0320090_-	319079	319099	-	antisense
TTS0321433_-	320422	320442	-	antisense
TTS0322479_-	321468	321488	-	antisense
TTS0322886_+	321895	321915	+	internal
TTS0323023_+	322032	322052	+	internal
TTS0332789_-	331778	331798	-	antisense
TTS0332789_-	331778	331798	-	internal
TTS0332839_+	331848	331868	+	antisense
TTS0333040_-	332029	332049	-	internal
TTS0333215_-	332204	332224	-	internal
TTS0333251_+	332260	332280	+	antisense
TTS0333348_-	332337	332357	-	internal
TTS0333455_+	332464	332484	+	antisense
TTS0333705_+	332714	332734	+	antisense
TTS0333705_+	332714	332734	+	secondary
TTS0333732_+	332741	332761	+	antisense
TTS0333732_+	332741	332761	+	secondary
TTS0333760_-	332749	332769	-	antisense
TTS0333760_-	332749	332769	-	primary
TTS0333800_+	332809	332829	+	primary
TTS0334359_-	333348	333368	-	antisense
TTS0334838_+	333847	333867	+	internal
TTS0334923_-	333912	333932	-	antisense
TTS0335015_+	334024	334044	+	secondary
TTS0335056_+	334065	334085	+	primary
TTS0335454_-	334443	334463	-	antisense
TTS0335962_-	334951	334971	-	antisense
TTS0336813_-	335802	335822	-	antisense
TTS0336866_+	335875	335895	+	primary
TTS0337314_+	336323	336343	+	antisense
TTS0337664_+	336673	336693	+	antisense
TTS0337664_+	336673	336693	+	antisense
TTS0337699_-	336688	336708	-	primary
TTS0337710_-	336699	336719	-	secondary
TTS0338083_+	337092	337112	+	antisense
TTS0338117_-	337106	337126	-	internal
TTS0338290_+	337299	337319	+	antisense
TTS0338741_-	337730	337750	-	primary
TTS0338926_+	337935	337955	+	primary
TTS0339279_-	338268	338288	-	antisense
TTS0339331_+	338340	338360	+	internal
TTS0339331_+	338340	338360	+	primary
TTS0339794_-	338783	338803	-	antisense
TTS0340522_-	339511	339531	-	internal
TTS0340573_+	339582	339602	+	antisense
TTS0340781_+	339790	339810	+	antisense
TTS0341092_-	340081	340101	-	internal
TTS0341119_-	340108	340128	-	internal
TTS0341200_+	340209	340229	+	antisense
TTS0341402_-	340391	340411	-	primary
TTS0341522_+	340531	340551	+	primary
TTS0341962_-	340951	340971	-	antisense
TTS0342888_-	341877	341897	-	antisense
TTS0347001_+	346010	346030	+	internal
TTS0347221_-	346210	346230	-	antisense
TTS0347221_-	346210	346230	-	primary
TTS0347350_+	346359	346379	+	primary
TTS0350434_-	349423	349443	-	primary
TTS0350543_+	349552	349572	+	primary
TTS0350811_-	349800	349820	-	antisense
TTS0352215_+	351224	351244	+	primary
TTS0355462_+	354471	354491	+	internal
TTS0355925_-	354914	354934	-	antisense
TTS0355925_-	354914	354934	-	internal
TTS0360635_+	359644	359664	+	internal
TTS0361502_+	360511	360531	+	primary
TTS0363341_+	362350	362370	+	antisense
TTS0363341_+	362350	362370	+	internal
TTS0363476_+	362485	362505	+	antisense
TTS0363897_+	362906	362926	+	antisense
TTS0363936_-	362925	362945	-	internal
TTS0364204_-	363193	363213	-	internal
TTS0364271_-	363260	363280	-	internal
TTS0365573_-	364562	364582	-	internal
TTS0365573_-	364562	364582	-	primary
TTS0365905_+	364914	364934	+	antisense
TTS0366397_-	365386	365406	-	internal
TTS0366682_+	365691	365711	+	antisense
TTS0368211_-	367200	367220	-	primary
TTS0369214_-	368203	368223	-	internal
TTS0369453_+	368462	368482	+	primary
TTS0369701_+	368710	368730	+	internal
TTS0370093_-	369082	369102	-	antisense
TTS0370148_+	369157	369177	+	internal
TTS0370148_+	369157	369177	+	secondary
TTS0370196_+	369205	369225	+	internal
TTS0370196_+	369205	369225	+	secondary
TTS0370253_+	369262	369282	+	internal
TTS0370253_+	369262	369282	+	primary
TTS0370323_-	369312	369332	-	antisense
TTS0370323_-	369312	369332	-	antisense
TTS0370417_+	369426	369446	+	internal
TTS0371357_-	370346	370366	-	antisense
TTS0371486_+	370495	370515	+	primary
TTS0371898_+	370907	370927	+	internal
TTS0374068_+	373077	373097	+	orphan
TTS0374101_-	373090	373110	-	orphan
TTS0374152_-	373141	373161	-	secondary
TTS0374580_+	373589	373609	+	primary
TTS0375905_-	374894	374914	-	internal
TTS0375955_+	374964	374984	+	antisense
TTS0376655_+	375664	375684	+	antisense
TTS0377029_+	376038	376058	+	antisense
TTS0377312_-	376301	376321	-	internal
TTS0378087_-	377076	377096	-	internal
TTS0378568_+	377577	377597	+	antisense
TTS0381251_+	380260	380280	+	antisense
TTS0383909_+	382918	382938	+	antisense
TTS0385854_-	384843	384863	-	internal
TTS0386158_-	385147	385167	-	primary
TTS0388017_-	387006	387026	-	internal
TTS0389459_+	388468	388488	+	antisense
TTS0391051_+	390060	390080	+	antisense
TTS0391235_-	390224	390244	-	internal
TTS0392235_+	391244	391264	+	antisense
TTS0392243_+	391252	391272	+	antisense
TTS0392394_-	391383	391403	-	primary
TTS0393341_-	392330	392350	-	primary
TTS0394047_+	393056	393076	+	internal
TTS0394644_+	393653	393673	+	internal
TTS0394644_+	393653	393673	+	secondary
TTS0394883_+	393892	393912	+	primary
TTS0394949_-	393938	393958	-	antisense
TTS0396804_+	395813	395833	+	internal
TTS0397264_+	396273	396293	+	internal
TTS0397921_+	396930	396950	+	internal
TTS0398203_+	397212	397232	+	antisense
TTS0398429_-	397418	397438	-	antisense
TTS0398429_-	397418	397438	-	internal
TTS0398504_+	397513	397533	+	antisense
TTS0398504_+	397513	397533	+	primary
TTS0398989_-	397978	397998	-	antisense
TTS0399043_+	398052	398072	+	primary
TTS0404359_+	403368	403388	+	primary
TTS0404426_-	403415	403435	-	antisense
TTS0405670_-	404659	404679	-	internal
TTS0405670_-	404659	404679	-	primary
TTS0405724_+	404733	404753	+	antisense
TTS0406238_-	405227	405247	-	internal
TTS0406238_-	405227	405247	-	primary
TTS0406818_+	405827	405847	+	primary
TTS0407127_-	406116	406136	-	antisense
TTS0408490_+	407499	407519	+	internal
TTS0408799_+	407808	407828	+	primary
TTS0410456_+	409465	409485	+	primary
TTS0411098_-	410087	410107	-	antisense
TTS0411149_+	410158	410178	+	primary
TTS0411789_-	410778	410798	-	antisense
TTS0411862_+	410871	410891	+	primary
TTS0413363_+	412372	412392	+	internal
TTS0414317_+	413326	413346	+	internal
TTS0414541_+	413550	413570	+	internal
TTS0415279_+	414288	414308	+	internal
TTS0416353_-	415342	415362	-	antisense
TTS0419242_+	418251	418271	+	primary
TTS0420601_+	419610	419630	+	primary
TTS0420646_-	419635	419655	-	antisense
TTS0421104_+	420113	420133	+	internal
TTS0421799_-	420788	420808	-	antisense
TTS0422402_+	421411	421431	+	internal
TTS0422687_-	421676	421696	-	antisense
TTS0422954_-	421943	421963	-	internal
TTS0424046_-	423035	423055	-	primary
TTS0424138_+	423147	423167	+	primary
TTS0424214_+	423223	423243	+	internal
TTS0424214_+	423223	423243	+	primary
TTS0424386_+	423395	423415	+	orphan
TTS0424799_+	423808	423828	+	orphan
TTS0425045_-	424034	424054	-	internal
TTS0426753_+	425762	425782	+	primary
TTS0427753_-	426742	426762	-	antisense
TTS0427806_+	426815	426835	+	primary
TTS0432281_-	431270	431290	-	primary
TTS0432386_+	431395	431415	+	primary
TTS0434115_-	433104	433124	-	internal
TTS0434461_-	433450	433470	-	antisense
TTS0434461_-	433450	433470	-	primary
TTS0436676_-	435665	435685	-	internal
TTS0436690_+	435699	435719	+	antisense
TTS0436828_-	435817	435837	-	internal
TTS0436828_-	435817	435837	-	primary
TTS0437015_-	436004	436024	-	internal
TTS0437015_-	436004	436024	-	secondary
TTS0437334_-	436323	436343	-	primary
TTS0437354_-	436343	436363	-	secondary
TTS0437405_+	436414	436434	+	antisense
TTS0437405_+	436414	436434	+	primary
TTS0439675_-	438664	438684	-	primary
TTS0440420_-	439409	439429	-	primary
TTS0440500_+	439509	439529	+	primary
TTS0441484_+	440493	440513	+	primary
TTS0442335_+	441344	441364	+	primary
TTS0442457_-	441446	441466	-	antisense
TTS0442928_+	441937	441957	+	primary
TTS0442966_-	441955	441975	-	antisense
TTS0442966_-	441955	441975	-	antisense
TTS0444133_-	443122	443142	-	antisense
TTS0445491_-	444480	444500	-	internal
TTS0445544_+	444553	444573	+	antisense
TTS0446152_-	445141	445161	-	primary
TTS0446655_-	445644	445664	-	internal
TTS0448906_-	447895	447915	-	primary
TTS0450310_-	449299	449319	-	primary
TTS0450464_+	449473	449493	+	primary
TTS0451073_+	450082	450102	+	primary
TTS0451592_-	450581	450601	-	antisense
TTS0451913_-	450902	450922	-	internal
TTS0452623_-	451612	451632	-	primary
TTS0452764_+	451773	451793	+	primary
TTS0453301_+	452310	452330	+	primary
TTS0453325_-	452314	452334	-	antisense
TTS0454507_+	453516	453536	+	internal
TTS0454721_+	453730	453750	+	primary
TTS0454847_-	453836	453856	-	antisense
TTS0454883_+	453892	453912	+	internal
TTS0455779_-	454768	454788	-	antisense
TTS0455991_+	455000	455020	+	internal
TTS0456316_+	455325	455345	+	primary
TTS0456798_+	455807	455827	+	internal
TTS0456798_+	455807	455827	+	primary
TTS0457706_+	456715	456735	+	internal
TTS0458178_-	457167	457187	-	antisense
TTS0458448_+	457457	457477	+	primary
TTS0459595_+	458604	458624	+	antisense
TTS0459595_+	458604	458624	+	secondary
TTS0459689_-	458678	458698	-	primary
TTS0459724_+	458733	458753	+	primary
TTS0459828_-	458817	458837	-	antisense
TTS0459828_-	458817	458837	-	secondary
TTS0459880_+	458889	458909	+	internal
TTS0461943_-	460932	460952	-	primary
TTS0462060_+	461069	461089	+	primary
TTS0462396_+	461405	461425	+	orphan
TTS0462542_+	461551	461571	+	antisense
TTS0463861_+	462870	462890	+	antisense
